Genus	Subfamily	Family	Accession	Phage	Genome
Sichuanvirus		Hirszfeldviridae	PP841134	Acinetobacter phage vB_Ab_02_KEN_02	dsDNA
Sichuanvirus		Hirszfeldviridae	MN166083	Acinetobacter phage Abp9	dsDNA
Theraphagusvirus		Hirszfeldviridae	HE806280	Acinetobacter phage AP22	dsDNA
Theraphagusvirus		Hirszfeldviridae	PP977194	Acinetobacter phage vB_AbaM-SPB	dsDNA
Walailakvirus		Hirszfeldviridae	OL743187	Acinetobacter phage vB_AbM_WUPSU	dsDNA
Wenzhouvirus		Hirszfeldviridae	HM368260	Acinetobacter phage AB1	dsDNA
Wenzhouvirus		Hirszfeldviridae	PP717790	Acinetobacter phage VB_AB_Acb75	dsDNA
Kozievirus	Kutznervirinae	Hodgkinviridae	OK040792	Microbacterium phage Kozie	dsDNA
Kozievirus	Kutznervirinae	Hodgkinviridae	OR941552	Microbacterium phage MO526	dsDNA
Margaeryvirus	Kutznervirinae	Hodgkinviridae	MK937606	Microbacterium phage Margaery	dsDNA
Margaeryvirus	Kutznervirinae	Hodgkinviridae	MN813684	Microbacterium phage Terij	dsDNA
Mementomorivirus	Kutznervirinae	Hodgkinviridae	MK937591	Microbacterium phage Cinna	dsDNA
Mementomorivirus	Kutznervirinae	Hodgkinviridae	MK937608	Microbacterium phage Cressida	dsDNA
Fuzzbustervirus		Hodgkinviridae	MN062720	Microbacterium phage FuzzBuster	dsDNA
Meganvirus		Hodgkinviridae	MN586020	Microbacterium phage Megan	dsDNA
Meganvirus		Hodgkinviridae	OR159674	Microbacterium phage Nicole72	dsDNA
Metamorphoovirus		Hodgkinviridae	MN585986	Microbacterium phage Ariadne	dsDNA
Metamorphoovirus		Hodgkinviridae	MK524510	Microbacterium phage Fireman	dsDNA
Quhwahvirus		Hodgkinviridae	MT657336	Microbacterium phage ClearAsMud	dsDNA
Quhwahvirus		Hodgkinviridae	MZ622179	Microbacterium phage Honeyfin	dsDNA
Bajunvirus		Jeanschmidtviridae	ON529858	Brevundimonas phage vB_BpoS-Bajun	dsDNA
Bertelyvirus		Jeanschmidtviridae	MH588546	Caulobacter phage CcrBL9	dsDNA
Bertelyvirus		Jeanschmidtviridae	MH588547	Caulobacter phage CcrSC	dsDNA
Colossusvirus		Jeanschmidtviridae	JX100810	Caulobacter phage CcrColossus	dsDNA
Colossusvirus		Jeanschmidtviridae	MH588545	Caulobacter phage CcrPW	dsDNA
Kikimoravirus		Jeanschmidtviridae	ON529850	Brevundimonas phage vB_BpoS-Gurke	dsDNA
Kikimoravirus		Jeanschmidtviridae	ON529857	Brevundimonas phage vB_BpoS-Kikimora	dsDNA
Marchewkavirus		Jeanschmidtviridae	ON529855	Brevundimonas phage vB_BpoS-Domovoi	dsDNA
Marchewkavirus		Jeanschmidtviridae	ON529852	Brevundimonas phage vB_BpoS-Kabachok	dsDNA
Poindextervirus		Jeanschmidtviridae	MH588544	Caulobacter phage CcrBL10	dsDNA
Poindextervirus		Jeanschmidtviridae	JX100814	Caulobacter phage CcrRogue	dsDNA
Shapirovirus		Jeanschmidtviridae	JX100813	Caulobacter phage phiCbK	dsDNA
Shapirovirus		Jeanschmidtviridae	JX100809	Caulobacter phage CcrSwift	dsDNA
Cuauhnahuacvirus		Kleczkowskaviridae	MN988521	Rhizobium phage RHph_TM30	dsDNA
Cuauhnahuacvirus		Kleczkowskaviridae	MN988525	Rhizobium phage RHph_Y65	dsDNA
Akedovirus		Konodaiviridae	OP072332	Akedovirus sp. isolate 2520_67539	dsDNA
Satomivirus		Konodaiviridae	OP031061	Satomivirus sp. isolate 1827_77749	dsDNA
Shienvirus		Konodaiviridae	OP073416	Shienvirus sp. isolate 0727_113293	dsDNA
Cafassovirus		Kruegerviridae	ON970578	Gordonia phage Aleemily	dsDNA
Cafassovirus		Kruegerviridae	MZ322021	Gordonia phage Cafasso	dsDNA
Vanleevirus		Kruegerviridae	MZ028627	Gordonia phage VanLee	dsDNA
Bcepfunavirus		Lindbergviridae	EF153632	Burkholderia phage BcepF1	dsDNA
Carpasinavirus		Lindbergviridae	MH059633	Xanthomonas phage Carpasina	dsDNA
Carpasinavirus		Lindbergviridae	MT161386	Xanthomonas phage FoX6	dsDNA
Gladiolivirus		Lindbergviridae	MT708549	Burkholderia phage Maja	dsDNA
Irusalimvirus		Lindbergviridae	MW460246	Burkholderia phage BCSR52	dsDNA
Irusalimvirus		Lindbergviridae	PV388296	Burkholderia phage Karil-mokiny-1	dsDNA
Kylevirus		Lindbergviridae	MN038177	Panteoa phage Kyle	dsDNA
Myosmarvirus		Lindbergviridae	MK618717	Serratia phage MTx	dsDNA
Myosmarvirus		Lindbergviridae	MN062189	Serratia phage MyoSmar	dsDNA
Pbunavirus		Lindbergviridae	LN610589	Pseudomonas phage vB_PaeM_C1-14_Ab28	dsDNA
Pbunavirus		Lindbergviridae	MT119374	Pseudomonas phage antinowhere	dsDNA
Plutovirus		Lindbergviridae	ON529861	Luteibacter phage vB_LflM-Pluto	dsDNA
Tabernariusvirus		Lindbergviridae	MG018926	Pseudomonas phage tabernarius	dsDNA
Wifcevirus		Lindbergviridae	OR352958	Escherichia phage AV128	dsDNA
Wifcevirus		Lindbergviridae	ON210137	Escherichia phage EC150	dsDNA
Ludisvirus		Ludisviridae	PP754928	Porphyromonas phage phage005b_ATCC49417	dsDNA
Liaodongvirus		Luriaviridae	MT188223	Acinetobacter phage vB_AbaM_D22	dsDNA
Liaodongvirus		Luriaviridae	OL960030	Acinetobacter phage vB_AbaM_P1	dsDNA
Queenastridvirus		Luriaviridae	KJ473422	Acinetobacter phage vB_AbaM_Acibel004	dsDNA
Saclayvirus		Luriaviridae	PV611675	Acinetobacter phage vB_AbaM_14/CRR8	dsDNA
Saclayvirus		Luriaviridae	MT623546	Acinetobacter phage Ab_121	dsDNA
Wulsvirus		Luriaviridae	PV067693	Acinetobacter phage Acba_22	dsDNA
Wulsvirus		Luriaviridae	OZ038335	Acinetobacter phage vB_AbaM_KissB	dsDNA
Lutzvirus		Lutzviridae	OR420712	Oceanotoga phage vB_OteS-UFV02	dsDNA
Cepunavirus		Madridviridae	Z47794	Streptococcus phage Cp1	dsDNA
Cepunavirus		Madridviridae	LK392619	Streptococcus phage Cp-7	dsDNA
Pelagimarinivirus		Mariniviridae	PQ625738	Pelagibacter virus vSAG-37-F6	dsDNA
Dabrowskivirus		Mazoviaviridae	OQ846916	Alicyclobacillus myophage vB_Aac_IAFB_3916	dsDNA
Abidjanvirus	Bradleyvirinae	Mesyanzhinovviridae	LN610577	Pseudomonas phage vB_PaeS_PAO1_Ab18	dsDNA
Abidjanvirus	Bradleyvirinae	Mesyanzhinovviridae	LN610584	Pseudomonas phage vB_PaeS_PAO1_Ab19	dsDNA
Bosavirus	Bradleyvirinae	Mesyanzhinovviridae	OL674541	Stenotrophomonas phage vB_SmaS-AXL_1	dsDNA
Bosavirus	Bradleyvirinae	Mesyanzhinovviridae	LR743532	Xanthomonas phage Bosa	dsDNA
Cinvestavvirus	Bradleyvirinae	Mesyanzhinovviridae	JQ067093	Pseudomonas phage PaMx74	dsDNA
Docaquintavirus	Bradleyvirinae	Mesyanzhinovviridae	ON932079	Xanthomonas phage vB_Xar_IVIA-DoCa5	dsDNA
Donnerlittchenvirus	Bradleyvirinae	Mesyanzhinovviridae	ON529854	Janthinobacterium phage vB_JliM-Donnerlittchen	dsDNA
Elanorvirus	Bradleyvirinae	Mesyanzhinovviridae	ON189045	Xanthomonas phage Elanor	dsDNA
Epaquintavirus	Bradleyvirinae	Mesyanzhinovviridae	MT108725	Pseudomonas phage Epa5	dsDNA
Ghuizhouvirus	Bradleyvirinae	Mesyanzhinovviridae	ON005621	Stenotrophomonas phage A1432	dsDNA
Mallosvirus	Bradleyvirinae	Mesyanzhinovviridae	ON189047	Xanthomonas phage Mallos	dsDNA
Pamexvirus	Bradleyvirinae	Mesyanzhinovviridae	KU204984	Pseudomonas phage AAT-1	dsDNA
Pamexvirus	Bradleyvirinae	Mesyanzhinovviridae	JQ067089	Pseudomonas phage PaMx28	dsDNA
Xooduovirus	Bradleyvirinae	Mesyanzhinovviridae	ON331942	Stenotrophomonas phage vB_Sm_QDWS359	dsDNA
Xooduovirus	Bradleyvirinae	Mesyanzhinovviridae	KX241618	Xanthomonas phage Xoo-sp2	dsDNA
Vojvodinavirus	Rabinowitzvirinae	Mesyanzhinovviridae	KY000218	Bordetella phage CN1	dsDNA
Vojvodinavirus	Rabinowitzvirinae	Mesyanzhinovviridae	KY000219	Bordetella phage CN2	dsDNA
Yuavirus	Rabinowitzvirinae	Mesyanzhinovviridae	PP661417.1	Pseudomonas phage Bella	dsDNA
Yuavirus	Rabinowitzvirinae	Mesyanzhinovviridae	OQ992553.1	Pseudomonas phage Clover	dsDNA
Keylargovirus		Mesyanzhinovviridae	AY576273	Alphaproteobacteria phage PhiJL001	dsDNA
Mollyvirus		Molycolviridae	MT732450	Maribacter phage Colly_1	dsDNA
Mollyvirus		Molycolviridae	MT732451	Maribacter phage Molly_1	dsDNA
Kuravirus	Gordonclarkvirinae	Mtkvariviridae	MZ234028	Escherichia phage vB_EcoP-CHD5UKE1	dsDNA
Kuravirus	Gordonclarkvirinae	Mtkvariviridae	MN715356	Escherichia phage vB_EcoP_EcoN5	dsDNA
Nieuwekanaalvirus	Gordonclarkvirinae	Mtkvariviridae	MG748548	Escherichia phage EP335	dsDNA
Nieuwekanaalvirus	Gordonclarkvirinae	Mtkvariviridae	KF981730	Escherichia phage KBNP1711	dsDNA
Suseptimavirus	Gordonclarkvirinae	Mtkvariviridae	MZ234017	Escherichia phage vB_EcoP-101114UKE3	dsDNA
Suseptimavirus	Gordonclarkvirinae	Mtkvariviridae	JX415536	Escherichia phage ECBP2	dsDNA
Noahvirus		Naomviridae	MN602266	Bacteriophage DSS3_VP1	dsDNA
Dewhirstvirus		Nixviridae	BK068097	Porphyromonas phage phage016a_WW2866	dsDNA
Dewhirstvirus		Nixviridae	BK068098	Porphyromonas phage phage017a_JCVISC001	dsDNA
Excelsiorvirus		Nixviridae	BK068107	Porphyromonas phage phage026a_KCOM2802	dsDNA
Haasevirus		Nixviridae	BK068106	Porphyromonas phage phage025a_SJD11	dsDNA
Haasevirus		Nixviridae	BK068108	Porphyromonas phage phage027a_F0568	dsDNA
Nixvirus		Nixviridae	BK068113	Porphyromonas phage phage032a_KCOM2801	dsDNA
Schifferlevirus		Nixviridae	BK068101	Porphyromonas phage phage020a_SJD2	dsDNA
Schifferlevirus		Nixviridae	BK068103	Porphyromonas phage phage022a_WW2931	dsDNA
Bonaevitaevirus	Pelczarvirinae	Orlajensenviridae	MH045556	Microbacterium phage BonaeVitae	dsDNA
Efekovirus	Pelczarvirinae	Orlajensenviridae	MH825700	Microbacterium phage Efeko	dsDNA
Paopuvirus	Pelczarvirinae	Orlajensenviridae	MN585990	Microbacterium phage Azizam	dsDNA
Paopuvirus	Pelczarvirinae	Orlajensenviridae	MT521990	Microbacterium phage Bri160	dsDNA
Bacelvirus		Pachyviridae	KC821622	Cellulophaga phage phi46:3	dsDNA
Baltivirus		Pachyviridae	KC821633	Cellulophaga phage phi13:2	dsDNA
Baltivirus		Pachyviridae	KC821620	Cellulophaga phage phi18:3	dsDNA
Gundelvirus		Pachyviridae	MT732474	Tenacibaculum phage Gundel_1	dsDNA
Acarajevirus		Peduoviridae	PP316168	Ralstonia phage AB1	dsDNA
Aptresvirus		Peduoviridae	KP966108	Burkholderia phage AP3	dsDNA
Aptresvirus		Peduoviridae	MT701591	Burkholderia phage Mana	dsDNA
Aresaunavirus		Peduoviridae	AB276040	Ralstonia phage RSA1	dsDNA
Aresaunavirus		Peduoviridae	MG747435	Ralstonia phage RsoM1USA	dsDNA
Arsenicumvirus		Peduoviridae	MZ568829	Shewanella phage vB_SspM_M16-3	dsDNA
Arsyunavirus		Peduoviridae	AB981169	Ralstonia phage RSY1	dsDNA
Baylorvirus		Peduoviridae	KP137436	Mannheimia phage vB_MhM_1127AP1	dsDNA
Baylorvirus		Peduoviridae	DQ426904	Mannheimia phage PHL101	dsDNA
Bielevirus		Peduoviridae	OP484843	Aeromonas phage A051	dsDNA
Bielevirus		Peduoviridae	DQ674738	Aeromonas phage phiO18P	dsDNA
Bracchivirus		Peduoviridae	MF417929	uncultured Caudovirales phage clone 2F_1	dsDNA
Canoevirus		Peduoviridae	MG592573	Vibrio phage 1.202.O._10N.222.45.E8	dsDNA
Catalunyavirus		Peduoviridae	KY045851	Pseudoalteromonas phage C5a	dsDNA
Citexvirus		Peduoviridae	MK511066	Pseudomonas phage vB_Pae_BR319a	dsDNA
Citexvirus		Peduoviridae	MK034952	Pseudomonas phage Dobby	dsDNA
Dagavirus		Peduoviridae	MK422453	Klebsiella phage ST13-OXA48phi12.1	dsDNA
Duodecimduovirus		Peduoviridae	CP000624	Burkholderia phage phiE12-2	dsDNA
Duonihilunusvirus		Peduoviridae	OM046627	Yersinia phage vB_YenM_56.17	dsDNA
Duonihilunusvirus		Peduoviridae	OM046626	Yersinia phage vB_YenM_06.16-2	dsDNA
Eganvirus		Peduoviridae	MZ520833	Salmonella phage BIS20	dsDNA
Eganvirus		Peduoviridae	MF276773	Erwinia phage EtG	dsDNA
Elveevirus		Peduoviridae	KY271398	Klebsiella phage 4LV2017	dsDNA
Elveevirus		Peduoviridae	OV696611	Escherichia phage Cartapus	dsDNA
Entnonagintavirus		Peduoviridae	HQ110084	Erwinia phage ENT90	dsDNA
Evevirus		Peduoviridae	LR597637	Escherichia phage ESSI2_ev239	dsDNA
Felsduovirus		Peduoviridae	AE006468 (2844298.2877981)	Salmonella phage Fels2	dsDNA
Felsduovirus		Peduoviridae	QUVN01000024	Salmonella phage IN60	dsDNA
Finvirus		Peduoviridae	CP038625	Arsenophonus phage FIN13	dsDNA
Firavirus		Peduoviridae	OM046624	Yersinia phage vB_YenM_42.18	dsDNA
Gegavirus		Peduoviridae	MK433578	Klebsiella phage ST15-OXA48phi14.1	dsDNA
Gegevirus		Peduoviridae	MK416011	Klebsiella phage ST437-OXA245phi4.1	dsDNA
Gemsvirus		Peduoviridae	CP025901	Escherichia phage 500465-2	dsDNA
Graikaemvirus		Peduoviridae	OM140653	Yersinia phage vB_YenM_31.17	dsDNA
Hpunavirus		Peduoviridae	U24159	Haemophilus phage HP1	dsDNA
Hpunavirus		Peduoviridae	AY027935	Haemophilus phage HP2	dsDNA
Inibicvirus		Peduoviridae	ON470592	Escherichia phage vB_EcoM-613R3	dsDNA
Irrigatiovirus		Peduoviridae	MK972712	Salmonella phage SI7	dsDNA
Irtavirus		Peduoviridae	OQ025560	Pasteurella phage vB_PmuM_CFP3	dsDNA
Irtavirus		Peduoviridae	DQ114220	Pasteurella phage F108	dsDNA
Kapieceevirus		Peduoviridae	MK422449	Klebsiella phage ST512-KPC3phi13.2	dsDNA
Kayeltresvirus		Peduoviridae	GU911304	Burkholderia phage KL3	dsDNA
Kayeltresvirus		Peduoviridae	OM638610	Burkholderia phage Menos	dsDNA
Kisquattuordecimvirus		Peduoviridae	LC528882	Burkholderia phage FLC5 DNA	dsDNA
Kisquattuordecimvirus		Peduoviridae	LC667452	Burkholderia phage FLC10	dsDNA
Kisquinquevirus		Peduoviridae	ON642070	Burkholderia phage Carl1	dsDNA
Kisquinquevirus		Peduoviridae	GU911303	Burkholderia phage KS5	dsDNA
Longwoodvirus		Peduoviridae	AF125163	Bacteriophage K139	dsDNA
Maltschvirus		Peduoviridae	LR797314	uncultured Caudovirales phage	dsDNA
Mersinvirus		Peduoviridae	JAEILC010000038	Pseudomonas phage YA0848V	dsDNA
Nampongvirus		Peduoviridae	KC462197	Burkholderia phage ST79	dsDNA
Novemvirus		Peduoviridae	MG589387	Enterobacter phage phiT5282H	dsDNA
Peduovirus		Peduoviridae	OM475429	Escherichia phage 11W	dsDNA
Peduovirus		Peduoviridae	OV192280	Escherichia phage AC1	dsDNA
Phitrevirus		Peduoviridae	KT887559	Pseudomonas phage phi3	dsDNA
Piscesmortuivirus		Peduoviridae	OL348188	Aeromonas phage vB_AsaM_LPM4	dsDNA
Playavirus		Peduoviridae	KX774374	Salinivibrio phage SMHB1	dsDNA
Plazymidvirus		Peduoviridae	CP023680	Zymomonas phage ZM36	dsDNA
Plazymidvirus		Peduoviridae	CP023686	Zymomonas phage ZM41	dsDNA
Quadragintavirus		Peduoviridae	LR597649	Escherichia phage ESSI2_ev015	dsDNA
Quadragintavirus		Peduoviridae	LR597638	Escherichia phage ESSI2_ev040	dsDNA
Reginaelenavirus		Peduoviridae	KY271397	Klebsiella phage 3LV2017	dsDNA
Reipivirus		Peduoviridae	MK416015	Klebsiella phage ST16-OXA48phi5.4	dsDNA
Sanguivirus		Peduoviridae	CP014526	Haematospirillum phage H5569V	dsDNA
Senquatrovirus		Peduoviridae	KT630645	Salmonella phage SEN4	dsDNA
Seongnamvirus		Peduoviridae	HQ110083	Cronobacter phage ESSI-2	dsDNA
Simpcentumvirus		Peduoviridae	JQ809663	Stenotrophomonas phage Smp131	dsDNA
Tigrvirus		Peduoviridae	OM304382	Burkholderia phage PhiBP82.2	dsDNA
Tigrvirus		Peduoviridae	CP000623	Burkholderia phage phiE202	dsDNA
Tresduoquattuorvirus		Peduoviridae	OM095401	Yersinia phage vB_YenM_324	dsDNA
Valbvirus		Peduoviridae	MT662115	Vibrio phage ValB1MD-2	dsDNA
Vimunumvirus		Peduoviridae	MK416018	Klebsiella phage ST147-VIM1phi7.1	dsDNA
Vulnificusvirus		Peduoviridae	HG803181	Vibrio phage PV94	dsDNA
Wadgaonvirus		Peduoviridae	CP025900	Escherichia phage 500465-1	dsDNA
Xuanwuvirus		Peduoviridae	KP063541	Escherichia phage P88	dsDNA
Xuanwuvirus		Peduoviridae	LR595891	Escherichia phage P88_4B11	dsDNA
Yongunavirus		Peduoviridae	MN563793	Vibrio phage vB_ValM-yong1	dsDNA
Yulgyerivirus		Peduoviridae	CP052639	Klebsiella phage E16KP0115V	dsDNA
Callevirus		Pervagoviridae	MT732432	Cellulophaga phage Calle_1	dsDNA
Callevirus		Pervagoviridae	KC821614	Cellulophaga phage phi38:1	dsDNA
Corunyavirus		Pituviridae	MK422452	Klebsiella phage ST13-OXA48phi12.2	dsDNA
Keypisivirus		Pituviridae	MK416017	Klebsiella phage ST101-KPC2phi6.3	dsDNA
Oxavirus		Pituviridae	MK422450	Klebsiella phage ST13-OXA48phi12.4	dsDNA
Pituvirus		Pituviridae	PQ351753	Klebsiella phage vB_VIPKPNMC05	dsDNA
Samsivirus		Pituviridae	OK490458	Klebsiella phage Kp4880-2	dsDNA
Vimivirus		Pituviridae	OK490474	Klebsiella phage Kp4887-3	dsDNA
Vimivirus		Pituviridae	MK448232	Klebsiella phage ST147-VIM1phi7.2	dsDNA
Xubiasivirus		Pituviridae	ON470608	Escherichia phage vB_EcoS-733R5	dsDNA
Trinifflemingvirus	Staniewskivirinae	Pootjesviridae	MN988532	Rhizobium phage RHph_I1_9	dsDNA
Trinifflemingvirus	Staniewskivirinae	Pootjesviridae	MN988534	Rhizobium phage RHph_N34	dsDNA
Emnonavirus		Pootjesviridae	KP881232	Sinorhizobium phage phiM9	dsDNA
Heverleevirus		Pootjesviridae	MT234342	Agrobacterium phage OLIVR5	dsDNA
Innesvirus		Pootjesviridae	MT778837	Rhizobium phage AF3	dsDNA
Innesvirus		Pootjesviridae	KM199770	Rhizobium phage vB_RleM_P10VF	dsDNA
Rollinsvirus		Pootjesviridae	MF403007	Agrobacterium phage Atu_ph04	dsDNA
Andhravirus	Rakietenvirinae	Rountreeviridae	KY442063	Staphylococcus phage Andhra	dsDNA
Andhravirus	Rakietenvirinae	Rountreeviridae	MT596500	Staphylococcus phage BESEP3	dsDNA
Rosenblumvirus	Rakietenvirinae	Rountreeviridae	MG766218	Staphylococcus phage vB_SauP_phiAGO1.3	dsDNA
Rosenblumvirus	Rakietenvirinae	Rountreeviridae	KM366100	Staphylococcus phage BP39	dsDNA
Copernicusvirus	Sarlesvirinae	Rountreeviridae	MT757399	Enterococcus phage AE4_17	dsDNA
Copernicusvirus	Sarlesvirinae	Rountreeviridae	MK721188	Enterococcus phage vB_EfaP_Ef6.2	dsDNA
Minhovirus	Sarlesvirinae	Rountreeviridae	KT945995	Enterococcus phage vB_EfaP_IME199	dsDNA
Minhovirus	Sarlesvirinae	Rountreeviridae	MK360025	Enterococcus phage vB_EfaP_Zip	dsDNA
Fischettivirus		Rountreeviridae	AY212251	Streptococcus phage C1	dsDNA
Negarvirus		Rountreeviridae	KJ528544	Lactococcus phage WP-2	dsDNA
Arthrovirus		Saffermanviridae	MT457475	Arthronema virus TR020	dsDNA
Kozyakovvirus		Saffermanviridae	KF356198	Anabaena phage A-4L	dsDNA
Morrisvirus		Saffermanviridae	ON677538	Plectonema phage JingP1	dsDNA
Morrisvirus		Saffermanviridae	OP589309	Leptolyngbya phage LPP-1	dsDNA
Wumpquatrovirus		Saffermanviridae	OM897575	Leptolyngbya phage Lbo240-yong1	dsDNA
Wumpquatrovirus		Saffermanviridae	DQ875742	Phormidium phage Pf-WMP4	dsDNA
Wumptrevirus		Saffermanviridae	OP590147	Leptolyngbya phage LPP-2, strain SPI	dsDNA
Wumptrevirus		Saffermanviridae	KF598865	Cyanophage PP	dsDNA
Claudivirus	Northropvirinae	Salasmaviridae	KX349899	Bacillus phage Aurora	dsDNA
Claudivirus	Northropvirinae	Salasmaviridae	MT777452	Bacillus phage Baseball_field	dsDNA
Hemphillvirus	Northropvirinae	Salasmaviridae	OQ187816	Bacillus phage BC-5	dsDNA
Hemphillvirus	Northropvirinae	Salasmaviridae	MK284526	Bacillus phage DK1	dsDNA
Klosterneuburgvirus	Northropvirinae	Salasmaviridae	KC685370	Bacillus phage MG-B1	dsDNA
Layangcvirus	Northropvirinae	Salasmaviridae	ON366412	Bacillus phage vB_BceP_LY3	dsDNA
Bahkauvirus	Picovirinae	Salasmaviridae	ON042750	Bacillus phage Chedec 11	dsDNA
Beecentumtrevirus	Picovirinae	Salasmaviridae	X99260	Bacillus phage B103	dsDNA
Beecentumtrevirus	Picovirinae	Salasmaviridae	KU831549	Bacillus phage vB_BsuP-Goe1	dsDNA
Salasvirus	Picovirinae	Salasmaviridae	MF407276	Bacillus phage vB_BveP-Goe6	dsDNA
Salasvirus	Picovirinae	Salasmaviridae	MT459794	Bacillus phage Gxv1	dsDNA
Gaunavirus	Tatarstanvirinae	Salasmaviridae	X96987	Bacillus phage GA1	dsDNA
Gaunavirus	Tatarstanvirinae	Salasmaviridae	MN857617	Bacillus phage SRT01hs	dsDNA
Karezivirus	Tatarstanvirinae	Salasmaviridae	MN082625	Bacillus phage Karezi	dsDNA
Bundooravirus		Salasmaviridae	MN524844	Bacillus phage vB_Bpu_PumA1	dsDNA
Bundooravirus		Salasmaviridae	MN524845	Bacillus phage vB_Bpu_PumA2	dsDNA
Harambevirus		Salasmaviridae	KY921761	Bacillus phage BeachBum	dsDNA
Harambevirus		Salasmaviridae	KY821088	Bacillus phage Harambe	dsDNA
Huangshavirus		Salasmaviridae	MW012634	Bacillus phage Dlc1	dsDNA
Mingyongvirus		Salasmaviridae	KT780304	Bacillus phage VMY22	dsDNA
Cornellvirus	Guernseyvirinae	Sarkviridae	ON720976	Salmonella phage GRNsp27	dsDNA
Cornellvirus	Guernseyvirinae	Sarkviridae	MK479295	Salmonella phage vB_SenS_SE1	dsDNA
Jerseyvirus	Guernseyvirinae	Sarkviridae	JX297445	Salmonella phage vB_SenS_AG11	dsDNA
Jerseyvirus	Guernseyvirinae	Sarkviridae	MT074473	Salmonella phage blauehaus	dsDNA
Kagunavirus	Guernseyvirinae	Sarkviridae	KY295895	Escherichia phage G_AB-2017	dsDNA
Kagunavirus	Guernseyvirinae	Sarkviridae	MG099933	Escherichia phage vB_EcoS-Golestan	dsDNA
Otakuvirus		Sarkviridae	ON087563	Serratia phage vB_SmaM-Otaku	dsDNA
Otakuvirus		Sarkviridae	MW082583	Serratia phage Tsm2	dsDNA
Seretavirus		Sarkviridae	KC460990	Serratia phage Eta	dsDNA
Atduovirus	Brisouvirinae	Schitoviridae	PQ656108	Acinetobacter phage At2	dsDNA
Exceevirus	Brisouvirinae	Schitoviridae	MN508356	Acinetobacter phage VB_ApiP_XC38	dsDNA
Nacbunavirus	Brisouvirinae	Schitoviridae	OQ032511	Acinetobacter phage nACB1	dsDNA
Acanvirus	Demetervirinae	Schitoviridae	MW980066	Rhizobium phage RHEph16	dsDNA
Acanvirus	Demetervirinae	Schitoviridae	MW980071	Rhizobium phage RHEph22	dsDNA
Cyamitesvirus	Demetervirinae	Schitoviridae	MN988555	Rhizobium phage RHph_I1_6	dsDNA
Cyamitesvirus	Demetervirinae	Schitoviridae	MN988517	Rhizobium phage RHph_N38	dsDNA
Enquatrovirus	Enquatrovirinae	Schitoviridae	EF056009	Escherichia phage N4	dsDNA
Gamaleyavirus	Enquatrovirinae	Schitoviridae	OZ035810	Escherichia phage AN24P2	dsDNA
Gamaleyavirus	Enquatrovirinae	Schitoviridae	KF192075	Escherichia phage vB_EcoP_PhAPEC5	dsDNA
Kaypoctavirus	Enquatrovirinae	Schitoviridae	PQ741797	Klebsiella phage vB_KoxiM_BaqKoxi	dsDNA
Kaypoctavirus	Enquatrovirinae	Schitoviridae	PV533664	Klebsiella phage vB_KpiP_JZBo1	dsDNA
Moovirus	Enquatrovirinae	Schitoviridae	MZ358387	Shigella virus Moo19	dsDNA
Johnsonvirus	Erskinevirinae	Schitoviridae	KF806588	Erwinia phage Ea9-2	dsDNA
Johnsonvirus	Erskinevirinae	Schitoviridae	KX098389	Erwinia phage vB_EamP_Frozen	dsDNA
Yonginvirus	Erskinevirinae	Schitoviridae	MH160392	Erwinia phage phiEaP8	dsDNA
Matsuvirus	Fuhrmanvirinae	Schitoviridae	JF974296	Pseudoalteromonas phage pYD6-A	dsDNA
Stoningtonvirus	Fuhrmanvirinae	Schitoviridae	OR204649	Vibrio phage PJN101	dsDNA
Stoningtonvirus	Fuhrmanvirinae	Schitoviridae	HQ634194	Vibrio phage VBP47	dsDNA
Pacinivirus	Gaffkyvirinae	Schitoviridae	KP280062	Vibrio phage phi 1	dsDNA
Pacinivirus	Gaffkyvirinae	Schitoviridae	OP313112	Vibrio phage 12VC501	dsDNA
Vicoquintavirus	Gaffkyvirinae	Schitoviridae	KY612839	Vibrio phage pVco-5	dsDNA
Cavevirus	Gebvirinae	Schitoviridae	OM158235	Stenotrophomonas phage C121	dsDNA
Dowsonvirus	Gebvirinae	Schitoviridae	OP562166	Xanthomonas virus PB119	dsDNA
Philippevirus	Gebvirinae	Schitoviridae	MZ326861	Stenotrophomonas phage Philippe	dsDNA
Pokkenvirus	Gebvirinae	Schitoviridae	MZ326856	Stenotrophomonas phage Paxi	dsDNA
Pokkenvirus	Gebvirinae	Schitoviridae	MZ326857	Stenotrophomonas phage Piffle	dsDNA
Riverridervirus	Gebvirinae	Schitoviridae	MG983743	Xanthomonas phage RiverRider	dsDNA
Ithacavirus	Humphriesvirinae	Schitoviridae	PQ785583	Salmonella phage As2	dsDNA
Ithacavirus	Humphriesvirinae	Schitoviridae	OM858838	Shigella phage B2	dsDNA
Pollockvirus	Humphriesvirinae	Schitoviridae	KM236242	Escherichia phage Pollock	dsDNA
Pylasvirus	Humphriesvirinae	Schitoviridae	MN163281	Klebsiella phage KpCHEMY26	dsDNA
Pylasvirus	Humphriesvirinae	Schitoviridae	PP056534	Klebsiella phage MY01	dsDNA
Triduovirus	Humphriesvirinae	Schitoviridae	MW544066	Salmonella phage vB_SalP_TR2	dsDNA
Litunavirus	Migulavirinae	Schitoviridae	HG962375	Pseudomonas phage vB_PaeP_C2-10_Ab09	dsDNA
